t	value
0.1	-0.020060810618296232
0.2	-0.08612551483592046
0.30000000000000004	-0.17704658060706638
0.4	-0.24207720617491935
0.5	-0.24783588710488835
0.6	-0.1968522621752401
0.7	-0.12297447888175242
0.7999999999999999	-0.06765586377089991
0.8999999999999999	-0.05835857141798748
0.9999999999999999	-0.094417641961583
1.0999999999999999	-0.15141049243753257
1.2	-0.19766208763701526
1.3	-0.21093407096024425
1.4000000000000001	-0.18918761945948842
1.5000000000000002	-0.14829314643104743
1.6000000000000003	-0.11109637679290504
1.7000000000000004	-0.09541779880766581
1.8000000000000005	-0.10591601876176007
1.9000000000000006	-0.13385952307443263
2.0000000000000004	-0.16370559347055932
2.1000000000000005	-0.18170900266717402
2.2000000000000006	-0.18142533428837743
2.3000000000000007	-0.1648146027020179
2.400000000000001	-0.1406435396595117
2.500000000000001	-0.12026576936189542
2.600000000000001	-0.11244259537128308
2.700000000000001	-0.11988727811787404
2.800000000000001	-0.13842869215880996
2.9000000000000012	-0.15895164161193456
3.0000000000000013	-0.17151173628221827
3.1000000000000014	-0.16994142156923764
3.2000000000000015	-0.1549408026215462
3.3000000000000016	-0.13408315061097864
3.4000000000000017	-0.11815431857267238
3.5000000000000018	-0.11524826798997707
3.600000000000002	-0.1265437765910739
3.700000000000002	-0.14606310486186855
3.800000000000002	-0.1635172863088316
3.900000000000002	-0.1694711488970607
4.000000000000002	-0.16089417223907426
4.100000000000001	-0.1430582950070321
4.200000000000001	-0.1261881775351901
4.300000000000001	-0.11937651551329537
4.4	-0.12572396680043157
4.5	-0.14116050491889284
4.6	-0.15698745451251694
4.699999999999999	-0.16468666500301557
4.799999999999999	-0.1604758851040602
4.899999999999999	-0.14726352730727477
4.999999999999998	-0.13286741021254406
5.099999999999998	-0.1251028183509327
5.1999999999999975	-0.12724665901581472
5.299999999999997	-0.13698321606178449
5.399999999999997	-0.14831775540332567
5.4999999999999964	-0.15495758702328033
5.599999999999996	-0.15373900083781977
5.699999999999996	-0.146041513304626
5.799999999999995	-0.13648363691327225
5.899999999999995	-0.1302114449689101
5.999999999999995	-0.13030497065764676
6.099999999999994	-0.13639203910238643
6.199999999999994	-0.14514888574882992
6.299999999999994	-0.15230441627451063
6.399999999999993	-0.1548607997545456
6.499999999999993	-0.15248964835743467
6.5999999999999925	-0.14742916881308718
6.699999999999992	-0.14281339173081292
6.799999999999992	-0.14090488130216186
6.8999999999999915	-0.14239932168407002
6.999999999999991	-0.14633882138445842
7.099999999999991	-0.15053243019194157
7.19999999999999	-0.1526365316085229
7.29999999999999	-0.15128574854457472
7.39999999999999	-0.14673563944791157
7.499999999999989	-0.1407891226621389
7.599999999999989	-0.13583386025936406
7.699999999999989	-0.1334844835847825
7.799999999999988	-0.1340170045577038
7.899999999999988	-0.13654754262592353
7.999999999999988	-0.1393081360381924
8.099999999999987	-0.1405721010305508
8.199999999999987	-0.13980652692869133
8.299999999999986	-0.13763658750072094
8.399999999999986	-0.13520359022323802
8.499999999999986	-0.13396115614850868
8.599999999999985	-0.13515473667189107
8.699999999999985	-0.13881036005806988
8.799999999999985	-0.14339246503713535
8.899999999999984	-0.14677315822416248
8.999999999999984	-0.14779918919720708
9.099999999999984	-0.1467660113886345
9.199999999999983	-0.14465610083057856
9.299999999999983	-0.1427193490390853
9.399999999999983	-0.14242173222966248
9.499999999999982	-0.1443911395596656
9.599999999999982	-0.147442332606175
9.699999999999982	-0.14980354861550527
9.799999999999981	-0.1506988136651202
9.89999999999998	-0.15003503968795803
9.99999999999998	-0.14802063991096093
10.09999999999998	-0.14569769975435498
10.19999999999998	-0.14448269817204334
10.29999999999998	-0.14480833882787436
10.399999999999979	-0.14596942739892577
10.499999999999979	-0.14711835062576578
10.599999999999978	-0.14763718432001804
10.699999999999978	-0.14698786571345945
10.799999999999978	-0.14523098262996317
10.899999999999977	-0.14332436962896808
10.999999999999977	-0.14223489891241667
11.099999999999977	-0.14211005127304077
11.199999999999976	-0.14256153698105184
11.299999999999976	-0.14325868877023257
11.399999999999975	-0.1438472147376752
11.499999999999975	-0.1437878296902703
11.599999999999975	-0.14287593784040464
11.699999999999974	-0.1416262293787482
11.799999999999974	-0.14072027366793194
11.899999999999974	-0.14028407629628126
11.999999999999973	-0.14005368587721748
12.099999999999973	-0.14001849272133102
12.199999999999973	-0.1402862655546147
12.299999999999972	-0.1404953698727018
12.399999999999972	-0.1400977439939117
12.499999999999972	-0.13908572464034655
12.599999999999971	-0.13807871651526293
12.69999999999997	-0.1376987905178718
12.79999999999997	-0.1378816896151784
12.89999999999997	-0.13817941715488652
12.99999999999997	-0.1385268434476375
13.09999999999997	-0.13897882597027703
13.199999999999969	-0.1391518499719626
13.299999999999969	-0.13874558172465964
13.399999999999968	-0.13823264975386876
13.499999999999968	-0.13826914627142795
13.599999999999968	-0.13888602262098254
13.699999999999967	-0.13992171782184346
13.799999999999967	-0.14148965783279993
13.899999999999967	-0.14348704129753312
13.999999999999966	-0.14537651881481845
14.099999999999966	-0.14677479101005902
14.199999999999966	-0.14784665402708977
14.299999999999965	-0.14888144493544198
14.399999999999965	-0.14975114992655914
14.499999999999964	-0.15036336078703516
14.599999999999964	-0.15107956777744086
14.699999999999964	-0.15190994867565136
14.799999999999963	-0.1522912648132378
14.899999999999963	-0.15196815457306112
14.999999999999963	-0.15117809156853682
15.099999999999962	-0.15015296632761355
15.199999999999962	-0.1489527239442748
15.299999999999962	-0.14764356928899322
15.399999999999961	-0.14628255784570915
15.499999999999961	-0.14480191029744294
15.59999999999996	-0.14319842133519042
