t	value
0.1	5.292121414451849e-05
0.2	0.00021720282399294644
0.30000000000000004	0.00033932106600712025
0.4	0.00036350801987629144
0.5	0.0005825231171181229
0.6	0.0006766146109666436
0.7	-0.0001227587483042237
0.7999999999999999	-0.001183230674790503
0.8999999999999999	-0.0016571148395171423
0.9999999999999999	-0.0023504234952801935
1.0999999999999999	-0.0033772837493435334
1.2	-0.004060086159412062
1.3	-0.003932906937640685
1.4000000000000001	-0.0021844730753367383
1.5000000000000002	0.0006424363861159425
1.6000000000000003	0.0021996248678453553
1.7000000000000004	0.00035917607400990677
1.8000000000000005	-0.002498819900727361
1.9000000000000006	-0.002746495149847194
2.0000000000000004	-0.0019620912505012122
2.1000000000000005	-0.0012551053837891527
2.2000000000000006	0.0005837978302686063
2.3000000000000007	0.0028336215953417097
2.400000000000001	0.004138446055350964
2.500000000000001	0.002763939592535231
2.600000000000001	-0.0014497006380670633
2.700000000000001	-0.005297774901120133
2.800000000000001	-0.006458375118410231
2.9000000000000012	-0.005674676661750681
3.0000000000000013	-0.004451084472475986
3.1000000000000014	-0.0018910542310760306
3.2000000000000015	0.0025391244148741275
3.3000000000000016	0.005477535108337038
3.4000000000000017	0.005497452935079097
3.5000000000000018	0.004164864853481335
3.600000000000002	0.0013062686064508576
3.700000000000002	-0.0025625710528031777
3.800000000000002	-0.005457229945630375
3.900000000000002	-0.00628030504963469
4.000000000000002	-0.004731507990586578
4.100000000000001	-0.0020779716878093937
4.200000000000001	0.0005390817654720912
4.300000000000001	0.0036292188340773693
4.4	0.00667669570110491
4.5	0.007845132972822922
4.6	0.00555737997579156
4.699999999999999	0.0014985900796934024
4.799999999999999	-0.0009706775580070796
4.899999999999999	-0.0026823477953771078
4.999999999999998	-0.004585947658713858
5.099999999999998	-0.0040771944292241355
5.1999999999999975	0.0002211002325965941
5.299999999999997	0.006644991386301274
5.399999999999997	0.011518614002505867
5.4999999999999964	0.011236258137926435
5.599999999999996	0.006059938714486467
5.699999999999996	-0.0008669461374730387
5.799999999999995	-0.007550214718760686
5.899999999999995	-0.012996739532935033
5.999999999999995	-0.015387899563646659
6.099999999999994	-0.013227800596970348
6.199999999999994	-0.007568091265352393
6.299999999999994	-0.0009256071536127892
6.399999999999993	0.004468500018700364
6.499999999999993	0.00678142832163623
6.5999999999999925	0.006655596644049803
6.699999999999992	0.005974567985198249
6.799999999999992	0.004432326838241373
6.8999999999999915	0.0019511839224811284
6.999999999999991	-0.00026308943940119565
7.099999999999991	-0.0009504499540509876
7.19999999999999	0.0007113173253590721
7.29999999999999	0.004144804542918167
7.39999999999999	0.007323174448890858
7.499999999999989	0.008306339591891101
7.599999999999989	0.0077984533193918995
7.699999999999989	0.006158690999259578
7.799999999999988	0.001934052502305014
7.899999999999988	-0.0034979047776548334
7.999999999999988	-0.00720554067113635
8.099999999999987	-0.009083580570168557
8.199999999999987	-0.009644858493021151
8.299999999999986	-0.007666509399586005
8.399999999999986	-0.002915126983911659
8.499999999999986	0.0034129381257123562
8.599999999999985	0.00845357208743762
8.699999999999985	0.010059111094213466
8.799999999999985	0.009766477090874864
8.899999999999984	0.008287695823866332
8.999999999999984	0.004566631633038513
9.099999999999984	0.0002185682457501867
9.199999999999983	-0.00119052335600034
9.299999999999983	-0.0008150453852219372
9.399999999999983	-0.002746987113785457
9.499999999999982	-0.005735323217414383
9.599999999999982	-0.006715509011656366
9.699999999999982	-0.006352372361135614
9.799999999999981	-0.0052841158577311195
9.89999999999998	-0.0026922683416112305
9.99999999999998	0.001129317310087875
10.09999999999998	0.004649461009620812
10.19999999999998	0.005888347861680546
10.29999999999998	0.004089846423385637
