t	value
0.1	-0.00019242451903840794
0.2	-0.00048750117149475665
0.30000000000000004	-0.0007293771587721477
0.4	-0.0009307309415196112
0.5	-0.0008838748340383621
0.6	-0.0006657829866877046
0.7	-0.0004526462666678779
0.7999999999999999	-0.00034154355162682075
0.8999999999999999	-0.0004127600604232674
0.9999999999999999	-0.0005879224012806635
1.0999999999999999	-0.0007377160663210332
1.2	-0.000786564522063199
1.3	-0.0007089704896163742
1.4000000000000001	-0.000579631954024565
1.5000000000000002	-0.0004886490303227559
1.6000000000000003	-0.00047952082020538326
1.7000000000000004	-0.0005462461856523549
1.8000000000000005	-0.0006258491852474511
1.9000000000000006	-0.000666589097769025
2.0000000000000004	-0.0006483809204265704
2.1000000000000005	-0.0005987559365531243
2.2000000000000006	-0.0005613150822040889
2.3000000000000007	-0.000561300697055294
2.400000000000001	-0.0005895236367874666
2.500000000000001	-0.0006187405453928585
2.600000000000001	-0.0006229498796122906
2.700000000000001	-0.0006010059819696041
2.800000000000001	-0.0005737801245290994
2.9000000000000012	-0.0005676763911044224
3.0000000000000013	-0.0005907422415710966
3.1000000000000014	-0.0006279035792453968
3.2000000000000015	-0.0006502600927879881
3.3000000000000016	-0.0006390646587324187
3.4000000000000017	-0.0006004813329637662
3.5000000000000018	-0.000561049629611546
3.600000000000002	-0.0005477715072384562
3.700000000000002	-0.000571712017594394
3.800000000000002	-0.0006187128815097801
3.900000000000002	-0.0006572513461095897
4.000000000000002	-0.0006605636113041415
4.100000000000001	-0.0006265421270915246
4.200000000000001	-0.0005777928803063627
4.300000000000001	-0.0005453039464488072
4.4	-0.0005482925347362102
4.5	-0.0005836927326496324
4.6	-0.0006281206852562108
4.699999999999999	-0.0006540727768258161
4.799999999999999	-0.0006467453214171013
4.899999999999999	-0.0006124696434740474
4.999999999999998	-0.0005748661219037472
5.099999999999998	-0.0005578858908134817
5.1999999999999975	-0.0005697265867894789
5.299999999999997	-0.0006006253285216366
5.399999999999997	-0.0006313019231928015
5.4999999999999964	-0.0006444875998542582
5.599999999999996	-0.0006351217112683039
5.699999999999996	-0.0006125103606051442
5.799999999999995	-0.0005920030392219973
5.899999999999995	-0.000584619405479575
5.999999999999995	-0.0005915268024760376
6.099999999999994	-0.0006050852472083109
6.199999999999994	-0.0006145918298503176
6.299999999999994	-0.0006138479535356675
6.399999999999993	-0.0006038818686624218
6.499999999999993	-0.0005907108211676146
6.5999999999999925	-0.0005817068574632731
6.699999999999992	-0.0005801651186427307
6.799999999999992	-0.0005834889302735093
6.8999999999999915	-0.0005874872989714749
6.999999999999991	-0.0005897056538181403
7.099999999999991	-0.0005904986153275944
7.19999999999999	-0.0005917136641783884
7.29999999999999	-0.0005952252778907396
7.39999999999999	-0.000600797515046783
7.499999999999989	-0.0006064863787100751
7.599999999999989	-0.0006112462829075744
7.699999999999989	-0.0006142309576886248
7.799999999999988	-0.0006160163964248345
7.899999999999988	-0.0006189706006883458
7.999999999999988	-0.0006238668350986101
8.099999999999987	-0.000628204654852866
8.199999999999987	-0.0006295917638616438
8.299999999999986	-0.0006273642662978448
8.399999999999986	-0.0006210106990680857
8.499999999999986	-0.0006125736628180415
8.599999999999985	-0.00060600297700694
8.699999999999985	-0.000604480685776125
8.799999999999985	-0.0006070046559020911
8.899999999999984	-0.0006089716536211827
8.999999999999984	-0.0006071973995396899
9.099999999999984	-0.0006019178482905279
9.199999999999983	-0.0005951534292655833
9.299999999999983	-0.0005882247375369317
9.399999999999983	-0.0005844722483607904
9.499999999999982	-0.0005870736420656278
9.599999999999982	-0.0005928612840696091
9.699999999999982	-0.0005960830767376634
9.799999999999981	-0.00059556321828495
9.89999999999998	-0.0005927465507538455
9.99999999999998	-0.0005878469995381104
10.09999999999998	-0.0005830544330218666
10.19999999999998	-0.0005825488941419715
10.29999999999998	-0.0005872238169879076
10.399999999999979	-0.0005932512776459503
10.499999999999979	-0.0005978009418967775
10.599999999999978	-0.0006006927110566373
10.699999999999978	-0.0006010178418979521
10.799999999999978	-0.0005986403521410099
10.899999999999977	-0.0005960795689926042
10.999999999999977	-0.0005961329438590185
11.099999999999977	-0.0005984288517282938
11.199999999999976	-0.0006009530852019926
11.299999999999976	-0.0006033056753298189
11.399999999999975	-0.0006057022238248535
11.499999999999975	-0.000607294788775947
11.599999999999975	-0.0006072279689740784
11.699999999999974	-0.0006064285435775273
11.799999999999974	-0.0006064484931671367
11.899999999999974	-0.0006074497285643581
11.999999999999973	-0.0006081934389245453
12.099999999999973	-0.0006088404686191202
12.199999999999973	-0.0006108705638135188
12.299999999999972	-0.0006138706744582754
12.399999999999972	-0.0006163757889762646
12.499999999999972	-0.0006173727441000848
12.599999999999971	-0.0006170227631964222
12.69999999999997	-0.0006167052425657836
12.79999999999997	-0.0006164263185485233
12.89999999999997	-0.0006154165582887363
12.99999999999997	-0.0006144721349442915
13.09999999999997	-0.0006152957729933865
13.199999999999969	-0.000617231382556328
13.299999999999969	-0.0006177341294317577
13.399999999999968	-0.0006169459590532273
13.499999999999968	-0.0006162649107034321
13.599999999999968	-0.0006147831051312965
13.699999999999967	-0.0006112240347589164
13.799999999999967	-0.0006067869530145128
13.899999999999967	-0.0006026665005163226
13.999999999999966	-0.0005982061544950446
14.099999999999966	-0.0005927490154101195
14.199999999999966	-0.0005871401964797735
14.299999999999965	-0.0005834668291979495
14.399999999999965	-0.0005810198426623683
