t	value
0.1	0.004445769223805134
0.2	0.012527435927012972
0.30000000000000004	0.010744842903415614
0.4	0.004121522791022887
0.5	0.007913254905210181
0.6	0.012342941517503508
0.7	0.007773551364361921
0.7999999999999999	0.005294892338940566
0.8999999999999999	0.010029297900725922
0.9999999999999999	0.010591738958099797
1.0999999999999999	0.006228959590376983
1.2	0.0071076034479142045
1.3	0.010417270600654623
1.4000000000000001	0.00851013571900175
1.5000000000000002	0.006197691635498319
1.6000000000000003	0.008646796181323791
1.7000000000000004	0.009720476218383482
1.8000000000000005	0.007132275185159189
1.9000000000000006	0.0069433987202267445
2.0000000000000004	0.009138886699781888
2.1000000000000005	0.00856903215034219
2.2000000000000006	0.007088195369915933
2.3000000000000007	0.008393779764926206
2.400000000000001	0.009402485480179943
2.500000000000001	0.008017537169385571
2.600000000000001	0.007683001603991432
2.700000000000001	0.009023021863706312
2.800000000000001	0.008802381631194182
2.9000000000000012	0.007764095650333578
3.0000000000000013	0.008482453621466494
3.1000000000000014	0.009280781247680753
3.2000000000000015	0.00848361835489055
3.3000000000000016	0.008127801746913235
3.4000000000000017	0.008908213911631073
3.5000000000000018	0.008761182969551036
3.600000000000002	0.007911972279948744
3.700000000000002	0.008206523184078166
3.800000000000002	0.008763518611352534
3.900000000000002	0.008252155577315014
4.000000000000002	0.007968705269763624
4.100000000000001	0.00860524517729444
4.200000000000001	0.008663569169792098
4.300000000000001	0.008027600562330891
4.4	0.008100128066429148
4.5	0.008581866173260235
4.6	0.00836624812210931
4.699999999999999	0.008105525586773122
4.799999999999999	0.008557087708758982
4.899999999999999	0.008831554279173844
4.999999999999998	0.008533835471068023
5.099999999999998	0.008579923634362644
5.1999999999999975	0.00900219361341556
5.299999999999997	0.008994407773265675
5.399999999999997	0.008795982003608194
5.4999999999999964	0.009002328281246514
5.599999999999996	0.009166086393322835
5.699999999999996	0.008857606434393168
5.799999999999995	0.008619188646347834
5.899999999999995	0.008731847885233403
5.999999999999995	0.008690446294259836
6.099999999999994	0.008392785266894359
6.199999999999994	0.008234943838917276
6.299999999999994	0.00813974141901722
6.399999999999993	0.007815811387596365
6.499999999999993	0.00749468875239843
6.5999999999999925	0.007452227884662846
6.699999999999992	0.007479011119742987
6.799999999999992	0.007433497338852961
6.8999999999999915	0.0075658193082502835
6.999999999999991	0.007892505491792663
7.099999999999991	0.008106631816414245
7.19999999999999	0.008222692414797768
7.29999999999999	0.008484268874956636
7.39999999999999	0.008844288431149781
7.499999999999989	0.009123552916057983
7.599999999999989	0.009381404742970379
7.699999999999989	0.009679027736080998
7.799999999999988	0.009860988602682832
7.899999999999988	0.009902906782771842
7.999999999999988	0.009927760630101055
8.099999999999987	0.009865238136184439
8.199999999999987	0.009592488616945498
8.299999999999986	0.00921959766357005
8.399999999999986	0.008915651599016063
8.499999999999986	0.008674459162735007
8.599999999999985	0.008415209218952911
8.699999999999985	0.008134989097827021
8.799999999999985	0.007883667005528311
8.899999999999984	0.007666830254784031
